#{"t_start": 1770190944.2627478, "env_id": "None"}
r,l,t
18.04493,50,39.041825
55.377182,50,39.041825
-45.687595,50,39.041825
-92.68582,50,39.041825
24.971619,50,39.041825
25.404568,50,39.041825
0.23359871,50,39.041825
-21.459444,50,39.041825
27.818151,50,39.041825
79.10966,50,39.041825
-145.6164,50,39.305818
-73.66516,50,39.305818
-58.130623,50,39.305818
18.39674,50,39.305818
2.1910439,50,39.305818
-5.994613,50,39.305818
5.5520573,50,39.305818
-305.57825,50,39.305818
-4.7882686,50,39.305818
-27.329567,50,39.305818
-84.899216,50,39.306818
33.742783,50,39.306818
23.533295,50,39.306818
35.649796,50,39.306818
13.731752,50,39.306818
67.3533,50,39.306818
28.385983,50,39.548543
-81.422676,50,39.548543
64.36481,50,39.548543
-22.644028,50,39.548543
-23.399181,50,39.548543
-95.73451,50,39.548543
-13.887918,50,39.548543
-49.053146,50,39.548543
-95.74812,50,39.548543
-248.52434,50,39.548543
-72.81731,50,39.548543
-124.3273,50,39.548543
38.539196,50,39.548543
-0.88708436,50,39.548543
-48.97,50,39.548543
94.38047,50,39.548543
94.01875,50,39.796961
10.556956,50,39.796961
-1.1036772,50,39.796961
-50.487793,50,39.796961
75.250755,50,39.796961
-98.08362,50,39.796961
47.31726,50,39.796961
4.1038113,50,39.796961
34.966583,50,39.796961
14.565426,50,39.796961
108.51373,50,39.796961
53.323673,50,39.796961
68.592384,50,39.796961
29.140436,50,39.796961
-73.7849,50,39.796961
-227.90442,50,39.796961
-102.92933,50,40.036952
-43.86405,50,40.036952
65.16827,50,40.037952
57.14979,50,40.037952
-24.451706,50,40.037952
10.01285,50,40.037952
-15.246207,50,40.037952
47.116905,50,40.037952
37.31315,50,40.037952
5.735123,50,40.037952
271.86252,50,40.037952
7.7112145,50,40.037952
-5.8649626,50,40.037952
79.756195,50,40.037952
-1.497525,50,40.037952
82.44002,50,40.037952
52.137177,50,40.456989
15.600679,50,40.456989
-25.12492,50,40.456989
7.2379045,50,40.456989
89.46854,50,40.456989
32.940163,50,40.456989
-124.58502,50,40.456989
-32.470226,50,40.456989
50.214127,50,40.456989
47.961323,50,40.456989
-77.36863,50,40.456989
-50.213123,50,40.456989
13.784777,50,40.456989
-79.77691,50,40.456989
40.792816,50,40.456989
-249.59247,50,40.456989
100.821175,50,40.705318
107.854385,50,40.705318
38.909515,50,40.705318
53.20053,50,40.705318
-11.450182,50,40.705318
66.9603,50,40.705318
-23.303226,50,40.705318
-334.21732,50,40.705318
184.80484,50,40.705318
42.666435,50,40.705318
48.78799,50,40.705318
86.32701,50,40.705318
3.073566,50,40.705318
-12.904065,50,40.705318
102.06296,50,40.705318
31.921368,50,40.705318
60.68205,50,41.014328
33.88014,50,41.014328
-28.019297,50,41.014328
6.1262846,50,41.014328
127.847046,50,41.014328
38.889595,50,41.014328
-31.162598,50,41.014328
-19.047546,50,41.014328
24.622656,50,41.014328
84.69938,50,41.014328
92.57155,50,41.014328
-106.95654,50,41.014328
199.08444,50,41.014328
84.88901,50,41.014328
68.53309,50,41.014328
-150.37537,50,41.014328
61.841503,50,41.279318
120.56189,50,41.279318
65.918365,50,41.279318
70.50732,50,41.279318
-19.711102,50,41.279318
21.74235,50,41.279318
24.06335,50,41.279318
-86.33759,50,41.279318
-29.54685,50,41.279318
-135.25171,50,41.279318
32.078278,50,41.279318
-27.086912,50,41.279318
29.942253,50,41.279318
-67.009415,50,41.279318
27.745022,50,41.279318
12.883687,50,41.279318
69.424286,50,41.517648
-43.125122,50,41.517648
73.34264,50,41.517648
-2.711615,50,41.517648
-402.2604,50,41.517648
171.23738,50,41.517648
-33.349457,50,41.517648
120.47806,50,41.517648
-8.5287895,50,41.517648
-138.67401,50,41.517648
0.16210026,50,41.518648
-10.742356,50,41.518648
-464.22388,50,41.518648
37.53705,50,41.518648
-47.27517,50,41.518648
20.934547,50,41.518648
-279.18185,50,41.763261
12.769438,50,41.763261
175.74313,50,41.763261
65.08959,50,41.763261
-94.20249,50,41.763261
15.416571,50,41.763261
-252.97408,50,41.763261
118.82045,50,41.763261
28.633177,50,41.763261
2.5180001,50,41.763261
-24.540903,50,41.76426
111.88536,50,41.76426
-57.129757,50,41.76426
-12.680477,50,41.76426
14.867034,50,41.76426
103.03609,50,41.76426
-82.0538,50,42.009941
34.09082,50,42.009941
47.82359,50,42.009941
52.51018,50,42.009941
114.561966,50,42.009941
-20.896341,50,42.009941
4.248326,50,42.009941
-33.19358,50,42.009941
12.226927,50,42.009941
101.63573,50,42.009941
-103.78239,50,42.009941
-5.688822,50,42.009941
3.5261955,50,42.009941
110.939606,50,42.009941
-87.53083,50,42.009941
-2.6281824,50,42.009941
-16.11669,50,42.416812
20.61807,50,42.416812
63.584145,50,42.416812
123.75876,50,42.416812
73.27339,50,42.416812
145.8506,50,42.416812
25.55762,50,42.416812
17.926323,50,42.416812
43.74974,50,42.416812
46.486324,50,42.416812
53.97051,50,42.416812
56.08097,50,42.416812
-190.46242,50,42.416812
17.179804,50,42.416812
-49.48937,50,42.416812
63.18037,50,42.416812
-65.458046,50,42.669309
81.908,50,42.669309
-54.11195,50,42.67031
-15.19909,50,42.67031
98.48737,50,42.67031
33.39921,50,42.67031
36.957516,50,42.67031
-51.33972,50,42.67031
75.35157,50,42.67031
-95.90502,50,42.67031
-25.743145,50,42.67031
120.22713,50,42.67031
-8.805315,50,42.67031
110.276115,50,42.67031
-21.657959,50,42.67031
27.166897,50,42.67031
-82.28961,50,42.958673
-137.66151,50,42.958673
-12.796229,50,42.958673
10.66617,50,42.958673
-14.927507,50,42.958673
183.40262,50,42.958673
7.009753,50,42.958673
38.328808,50,42.958673
13.524441,50,42.958673
7.924887,50,42.958673
11.0818405,50,42.958673
-151.09709,50,42.958673
-2.3887959,50,42.958673
73.85176,50,42.958673
40.537964,50,42.958673
120.896286,50,42.958673
-54.194866,50,43.212681
19.959583,50,43.212681
-5.7653666,50,43.212681
78.54951,50,43.212681
20.060581,50,43.212681
19.426483,50,43.212681
-25.491901,50,43.212681
10.7484665,50,43.212681
41.706345,50,43.212681
-59.623127,50,43.212681
104.46986,50,43.212681
-187.54364,50,43.212681
85.57236,50,43.212681
97.98997,50,43.212681
19.129175,50,43.212681
-9.843399,50,43.212681
-117.73326,50,43.457187
-22.385525,50,43.457187
-9.629718,50,43.457187
68.70209,50,43.457187
9.2705345,50,43.457187
159.24565,50,43.457187
-3.9516764,50,43.457187
56.23945,50,43.457187
60.80148,50,43.457187
-56.11736,50,43.457187
76.19248,50,43.457187
