#{"t_start": 1770189414.7087045, "env_id": "None"}
r,l,t
-11.663713,50,41.081901
-0.34533572,50,41.081901
9.456414,50,41.081901
-10.300267,50,41.081901
-4.6484556,50,41.432177
-1.9401649,50,41.432177
0.83015513,50,41.432177
-1.5238922,50,41.432177
1.0071294,50,41.432177
2.619223,50,41.432177
2.9716902,50,41.432177
-1.5013578,50,41.432177
-0.49348566,50,41.779042
2.7391899,50,41.779042
7.5276427,50,41.779042
5.618354,50,41.779042
-8.103449,50,41.779042
2.6580772,50,41.779042
0.09006277,50,41.779042
6.0064783,50,41.779042
-2.2931542,50,42.121679
-6.8483634,50,42.121679
-2.7771912,50,42.121679
5.899889,50,42.121679
-9.85308,50,42.121679
-1.7954295,50,42.121679
9.123838,50,42.121679
-8.556142,50,42.121679
6.1152716,50,42.468224
-0.34889674,50,42.468224
4.2071695,50,42.468224
11.755158,50,42.468224
6.183117,50,42.468224
-11.028327,50,42.468224
-10.384928,50,42.468224
0.2589653,50,42.469226
-3.5109553,50,42.809014
-2.0887244,50,42.809014
-1.2154311,50,42.809014
0.6599895,50,42.809014
-27.262283,50,42.809014
8.255974,50,42.809014
1.0998747,50,42.809014
3.936735,50,42.809014
-7.371011,50,43.171132
5.2329392,50,43.171653
2.7880535,50,43.171653
6.958564,50,43.171653
12.663456,50,43.171653
-1.913374,50,43.171653
-3.7654643,50,43.171653
9.45168,50,43.171653
-5.500707,50,43.68049
-0.07921751,50,43.68049
4.494032,50,43.68049
11.967803,50,43.68049
-14.494662,50,43.68049
2.711711,50,43.68049
23.009405,50,43.68049
-8.470912,50,43.68049
-14.388986,50,44.031517
3.4208815,50,44.032516
-13.073296,50,44.032516
0.42512858,50,44.032516
2.0060897,50,44.032516
4.172575,50,44.032516
-11.604614,50,44.032516
-5.4762096,50,44.032516
-0.12796521,50,44.374507
1.9266723,50,44.374507
0.46043426,50,44.374507
-0.004925072,50,44.374507
-12.096104,50,44.374507
4.478676,50,44.374507
3.7742178,50,44.374507
-0.9131018,50,44.374507
7.080601,50,44.727324
-2.7253962,50,44.727324
-2.0223854,50,44.727324
-0.88509333,50,44.727324
-12.264256,50,44.727324
-31.099192,50,44.727324
-7.039968,50,44.727324
-5.0453167,50,44.727324
-3.6941116,50,45.079001
-0.3170995,50,45.079001
6.0843353,50,45.079001
-2.0838246,50,45.079001
9.448334,50,45.079001
